Time,Temp,Wet Bulb Temp.,Rel. Hum.,Baro.,Altitude,Station P.,Wind Speed,Heat Index,Dew Point,Dens. Alt.,Crosswind,Headwind,Mag. Dir.,True Dir.,Wind Chill
2019-05-23 19:14:45,27.3,20.9,56.9,998.9,118,998.9,0,28,18,660,***,***,***,***,27.2
2019-05-23 19:14:50,27.3,20.9,57,998.9,118,998.9,0,28,18,660,***,***,***,***,27.2
2019-05-23 19:14:55,27.3,20.9,56.9,998.9,118,998.9,0,28,18,660,***,***,***,***,27.2
2019-05-23 19:15:00,27.2,20.8,56.8,998.9,118,998.9,0,28,17.9,660,***,***,***,***,27.2
2019-05-23 19:15:05,27.3,20.8,56.7,998.9,118,998.9,0,27.9,17.9,660,***,***,***,***,27.2
2019-05-23 19:15:10,27.3,20.9,56.7,998.9,118,998.9,0,28.1,17.9,661,***,***,***,***,27.3
2019-05-23 19:15:15,27.4,21,57,998.7,118,998.8,0,28.2,18.1,665,***,***,***,***,27.3
2019-05-23 19:15:20,27.4,21.2,57.7,998.7,118,998.8,0,28.4,18.4,669,***,***,***,***,27.4
2019-05-23 19:15:25,27.4,21.2,57.8,998.7,118,998.8,0,28.4,18.4,669,***,***,***,***,27.4
2019-05-23 19:15:30,27.4,21.1,57.7,998.9,118,998.9,0,28.4,18.3,668,***,***,***,***,27.4
2019-05-23 19:15:35,27.4,21.1,57.5,998.9,118,998.9,0,28.3,18.3,666,***,***,***,***,27.4
2019-05-23 19:15:40,27.4,21.1,57.3,998.9,118,998.9,0,28.3,18.2,666,***,***,***,***,27.4
2019-05-23 19:15:45,27.5,21.1,57.2,998.9,118,998.9,0,28.3,18.2,668,***,***,***,***,27.4
2019-05-23 19:15:50,27.5,21.1,57.1,998.9,118,998.9,0,28.3,18.2,668,***,***,***,***,27.4
2019-05-23 19:15:55,27.5,21.1,57.1,998.9,118,998.9,0,28.3,18.2,668,***,***,***,***,27.4
2019-05-23 19:16:00,27.4,21.1,57.2,998.9,118,998.9,0,28.3,18.2,668,***,***,***,***,27.4
2019-05-23 19:16:05,27.4,21.1,57.3,998.7,118,998.8,0,28.3,18.2,668,***,***,***,***,27.4
2019-05-23 19:16:10,27.4,21.1,57.4,998.9,118,998.9,0,28.3,18.2,666,***,***,***,***,27.4
2019-05-23 19:16:15,27.4,21.1,57.4,998.7,118,998.8,0,28.3,18.3,668,***,***,***,***,27.4
2019-05-23 19:16:20,27.4,21.1,57.5,998.7,118,998.9,0,28.4,18.3,668,***,***,***,***,27.4
2019-05-23 19:16:25,27.4,21.1,57.6,998.9,118,998.9,0,28.4,18.3,668,***,***,***,***,27.4
2019-05-23 19:16:30,27.4,21.2,57.7,998.7,118,998.8,0,28.4,18.4,669,***,***,***,***,27.4
2019-05-23 19:16:35,27.4,21.2,57.8,998.7,118,998.9,0,28.4,18.4,668,***,***,***,***,27.4
2019-05-23 19:16:40,27.5,21.3,57.9,998.9,118,998.9,0,28.4,18.4,670,***,***,***,***,27.4
2019-05-23 19:16:45,27.5,21.3,58,998.9,118,998.9,0,28.4,18.5,670,***,***,***,***,27.4
2019-05-23 19:16:50,27.5,21.3,58.1,998.9,118,998.9,0,28.6,18.5,670,***,***,***,***,27.5
2019-05-23 19:16:55,27.5,21.3,58.1,998.7,118,998.8,0,28.6,18.5,671,***,***,***,***,27.5
2019-05-23 19:17:00,27.5,21.3,58.3,998.7,118,998.8,0,28.6,18.6,671,***,***,***,***,27.5
2019-05-23 19:17:05,27.5,21.4,58.6,998.9,118,998.9,0,28.7,18.7,673,***,***,***,***,27.5
2019-05-23 19:17:10,27.5,21.4,58.7,998.7,118,998.9,0,28.7,18.7,674,***,***,***,***,27.5
2019-05-23 19:17:15,27.6,21.5,58.8,998.7,118,998.8,0,28.7,18.8,675,***,***,***,***,27.5
2019-05-23 19:17:20,27.6,21.5,58.8,998.7,118,998.8,0,28.7,18.8,675,***,***,***,***,27.5
2019-05-23 19:17:25,27.5,21.4,58.8,998.7,118,998.8,0,28.7,18.8,674,***,***,***,***,27.5
2019-05-23 19:17:30,27.6,21.5,58.9,998.9,118,998.9,0,28.7,18.8,674,***,***,***,***,27.5
2019-05-23 19:17:35,27.6,21.5,59,998.7,118,998.9,0,28.7,18.8,674,***,***,***,***,27.5
2019-05-23 19:17:40,27.6,21.5,59.1,998.7,118,998.8,0,28.7,18.9,677,***,***,***,***,27.5
2019-05-23 19:17:45,27.6,21.5,59.1,998.7,118,998.8,0,28.8,18.9,677,***,***,***,***,27.6
2019-05-23 19:17:50,27.6,21.5,59.2,998.7,118,998.8,0,28.9,18.9,677,***,***,***,***,27.6
2019-05-23 19:17:55,27.6,21.6,59.3,998.7,119,998.7,0,28.9,18.9,678,***,***,***,***,27.6
2019-05-23 19:18:00,27.6,21.6,59.4,998.7,118,998.8,0,28.9,19,678,***,***,***,***,27.6
2019-05-23 19:18:05,27.6,21.6,59.5,998.7,118,998.8,0,28.9,19,679,***,***,***,***,27.6
2019-05-23 19:18:10,27.6,21.6,59.5,998.7,119,998.8,0,28.9,19,679,***,***,***,***,27.6
2019-05-23 19:18:15,27.6,21.7,59.5,998.7,118,998.8,0,28.9,19.1,680,***,***,***,***,27.6
2019-05-23 19:18:20,27.7,21.7,59.6,998.7,118,998.8,0,28.9,19.1,681,***,***,***,***,27.6
2019-05-23 19:18:25,27.7,21.7,59.6,998.7,119,998.8,0,28.9,19.1,681,***,***,***,***,27.6
2019-05-23 19:18:30,27.7,21.7,59.8,998.7,118,998.8,0,28.9,19.1,681,***,***,***,***,27.6
2019-05-23 19:18:35,27.7,21.8,59.9,998.7,119,998.8,0,28.9,19.2,681,***,***,***,***,27.6
2019-05-23 19:18:40,27.7,21.8,59.9,998.7,119,998.8,0,28.9,19.2,681,***,***,***,***,27.6
2019-05-23 19:18:45,27.7,21.8,60,998.7,119,998.8,0,29,19.2,681,***,***,***,***,27.6
2019-05-23 19:18:50,27.6,21.8,60.1,998.7,119,998.8,0,29,19.2,680,***,***,***,***,27.6
2019-05-23 19:18:55,27.7,21.8,60.2,998.7,119,998.8,0,29,19.2,681,***,***,***,***,27.6
2019-05-23 19:19:00,27.7,21.8,60.3,998.7,118,998.8,0,29,19.3,681,***,***,***,***,27.6
2019-05-23 19:19:05,27.7,21.8,60.3,998.7,119,998.8,0,29,19.3,680,***,***,***,***,27.6
2019-05-23 19:19:10,27.7,21.8,60.4,998.7,119,998.7,0,29,19.3,682,***,***,***,***,27.6
2019-05-23 19:19:15,27.6,21.8,60.4,998.7,119,998.8,0,29,19.3,680,***,***,***,***,27.6
2019-05-23 19:19:20,27.6,21.8,60.5,998.7,120,998.7,0,29,19.3,680,***,***,***,***,27.6
2019-05-23 19:19:25,27.6,21.8,60.5,998.7,119,998.7,0,29,19.3,682,***,***,***,***,27.6
2019-05-23 19:19:30,27.6,21.8,60.5,998.7,119,998.7,0,29,19.3,682,***,***,***,***,27.6
2019-05-23 19:19:35,27.6,21.8,60.5,998.7,119,998.7,0,29,19.3,681,***,***,***,***,27.6
2019-05-23 19:19:40,27.6,21.8,60.4,998.7,119,998.7,0,29,19.3,681,***,***,***,***,27.6
2019-05-23 19:19:45,27.6,21.8,60.4,998.7,119,998.7,0,29,19.3,681,***,***,***,***,27.6
2019-05-23 19:19:50,27.6,21.8,60.3,998.7,119,998.7,0,29,19.3,681,***,***,***,***,27.6
2019-05-23 19:19:55,27.6,21.8,60.2,998.7,119,998.7,0,29,19.2,681,***,***,***,***,27.6
2019-05-23 19:20:00,27.6,21.7,60.1,998.7,119,998.7,0,29,19.2,680,***,***,***,***,27.6
2019-05-23 19:20:05,27.5,21.6,59.9,998.7,120,998.7,0,28.8,19.1,677,***,***,***,***,27.5
2019-05-23 19:20:10,27.5,21.6,59.8,998.7,120,998.7,0,28.8,19,677,***,***,***,***,27.5
2019-05-23 19:20:15,27.5,21.6,59.6,998.5,120,998.6,0,28.8,19,677,***,***,***,***,27.5
2019-05-23 19:20:20,27.5,21.5,59.5,998.7,119,998.7,0,28.6,18.9,675,***,***,***,***,27.4
2019-05-23 19:20:25,27.4,21.4,59.4,998.7,120,998.7,0,28.6,18.8,671,***,***,***,***,27.4
2019-05-23 19:20:30,27.5,21.4,59.4,998.7,120,998.7,0,28.6,18.8,673,***,***,***,***,27.4
2019-05-23 19:20:35,27.5,21.4,59.3,998.7,120,998.6,0,28.6,18.8,674,***,***,***,***,27.4
2019-05-23 19:20:40,27.4,21.4,59.1,998.7,119,998.7,0,28.5,18.8,672,***,***,***,***,27.4
2019-05-23 19:20:45,27.4,21.4,58.9,998.5,120,998.6,0,28.5,18.7,672,***,***,***,***,27.4
2019-05-23 19:20:50,27.4,21.3,58.7,998.7,120,998.7,0,28.5,18.6,670,***,***,***,***,27.4
2019-05-23 19:20:55,27.4,21.3,58.6,998.5,120,998.6,0,28.5,18.6,671,***,***,***,***,27.4
2019-05-23 19:21:00,27.4,21.2,58.5,998.5,120,998.6,0,28.5,18.5,670,***,***,***,***,27.4
2019-05-23 19:21:05,27.4,21.2,58.3,998.5,120,998.6,0,28.4,18.5,670,***,***,***,***,27.4
2019-05-23 19:21:10,27.3,21.2,58.2,998.7,120,998.6,0,28.3,18.4,666,***,***,***,***,27.3
2019-05-23 19:21:15,27.2,21,58.2,998.5,120,998.6,0,28,18.3,661,***,***,***,***,27.1
2019-05-23 19:21:20,27.2,21,58.2,998.5,120,998.6,0,28.1,18.3,663,***,***,***,***,27.2
2019-05-23 19:21:25,27.2,21,58.2,998.5,120,998.6,0,28,18.3,661,***,***,***,***,27.1
2019-05-23 19:21:30,27.2,21,58.2,998.5,121,998.6,0,28,18.3,660,***,***,***,***,27.1
2019-05-23 19:21:35,27.1,21,58.2,998.5,121,998.6,0,28,18.2,660,***,***,***,***,27.1
2019-05-23 19:21:40,27.2,21,58.1,998.5,121,998.6,0,28,18.2,660,***,***,***,***,27.1
2019-05-23 19:21:45,27.2,21,58,998.5,121,998.6,0,28,18.2,661,***,***,***,***,27.1
2019-05-23 19:21:50,27.2,21,57.8,998.7,120,998.7,0,28,18.2,660,***,***,***,***,27.1
2019-05-23 19:21:55,27.2,20.9,57.6,998.5,121,998.6,0,28.1,18.1,662,***,***,***,***,27.2
2019-05-23 19:22:00,27.2,20.9,57.4,998.5,121,998.6,0,28,18.1,662,***,***,***,***,27.2
2019-05-23 19:22:05,27.3,21,57.2,998.5,121,998.6,0,28,18.1,664,***,***,***,***,27.2
2019-05-23 19:22:10,27.2,20.8,57,998.5,121,998.6,0,28,18,660,***,***,***,***,27.2
2019-05-23 19:22:15,27.2,20.8,56.9,998.5,121,998.6,0,28,17.9,662,***,***,***,***,27.2
2019-05-23 19:22:20,27.3,20.9,56.8,998.5,120,998.6,0,28,17.9,663,***,***,***,***,27.2
2019-05-23 19:22:25,27.2,20.8,56.7,998.5,121,998.6,0,28,17.9,662,***,***,***,***,27.2
2019-05-23 19:22:30,27.2,20.8,56.6,998.5,120,998.6,0,27.9,17.9,662,***,***,***,***,27.2
2019-05-23 19:22:35,27.2,20.8,56.4,998.5,121,998.6,0,27.8,17.8,659,***,***,***,***,27.1
2019-05-23 19:22:40,27.2,20.7,56.3,998.5,121,998.6,0,27.8,17.7,659,***,***,***,***,27.1
2019-05-23 19:22:45,27.2,20.7,56.1,998.5,121,998.6,0,27.8,17.7,657,***,***,***,***,27.1
2019-05-23 19:22:50,27.1,20.6,56,998.5,121,998.5,0,27.7,17.6,656,***,***,***,***,27
2019-05-23 19:22:55,27,20.5,56,998.5,121,998.6,0,27.7,17.5,651,***,***,***,***,27
2019-05-23 19:23:00,27,20.5,56,998.5,121,998.6,0,27.7,17.5,651,***,***,***,***,27
2019-05-23 19:23:05,27,20.5,55.9,998.5,121,998.6,0,27.7,17.5,651,***,***,***,***,27
2019-05-23 19:23:10,26.9,20.4,55.8,998.5,121,998.6,0,27.4,17.4,648,***,***,***,***,26.9
2019-05-23 19:23:15,26.8,20.4,55.8,998.5,121,998.6,0,27.3,17.3,645,***,***,***,***,26.8
2019-05-23 19:23:20,26.9,20.4,55.8,998.5,121,998.6,0,27.3,17.3,646,***,***,***,***,26.8
2019-05-23 19:23:25,26.8,20.2,55.8,998.5,121,998.6,0,27.3,17.2,645,***,***,***,***,26.8
2019-05-23 19:23:30,26.9,20.4,55.8,998.5,121,998.5,0,27.3,17.3,647,***,***,***,***,26.8
2019-05-23 19:23:35,26.9,20.4,55.6,998.5,121,998.6,0,27.3,17.3,647,***,***,***,***,26.8
2019-05-23 19:23:40,26.9,20.3,55.4,998.5,121,998.6,0,27.3,17.2,645,***,***,***,***,26.8
2019-05-23 19:23:45,26.9,20.3,55.2,998.5,121,998.5,0,27.3,17.1,647,***,***,***,***,26.8
2019-05-23 19:23:50,26.8,20.2,55.1,998.5,121,998.6,0,27.3,17.1,643,***,***,***,***,26.8
2019-05-23 19:23:55,26.9,20.2,55,998.5,121,998.5,0,27.3,17.1,645,***,***,***,***,26.8
2019-05-23 19:24:00,26.9,20.2,54.9,998.5,121,998.5,0,27.2,17.1,647,***,***,***,***,26.8
2019-05-23 19:24:05,26.9,20.2,54.8,998.5,121,998.5,0,27.3,17.1,649,***,***,***,***,26.9
2019-05-23 19:24:10,27,20.3,54.7,998.5,121,998.5,0,27.3,17.1,650,***,***,***,***,26.9
2019-05-23 19:24:15,27,20.3,54.6,998.5,121,998.5,0,27.3,17.1,651,***,***,***,***,26.9
2019-05-23 19:24:20,27,20.2,54.5,998.5,121,998.5,0,27.3,17,650,***,***,***,***,26.9
2019-05-23 19:24:25,26.9,20.2,54.4,998.5,121,998.5,0,27.3,17,648,***,***,***,***,26.9
2019-05-23 19:24:30,26.9,20.2,54.2,998.5,121,998.6,0,27.3,16.9,647,***,***,***,***,26.9
2019-05-23 19:24:35,26.9,20.1,54.1,998.5,121,998.5,0,27.3,16.8,645,***,***,***,***,26.9
2019-05-23 19:24:40,26.9,20.1,54,998.5,121,998.5,0,27.1,16.8,645,***,***,***,***,26.8
2019-05-23 19:24:45,26.8,20,54,998.5,121,998.5,0,27.1,16.7,642,***,***,***,***,26.8
2019-05-23 19:24:50,26.7,19.9,53.9,998.5,121,998.5,0,27,16.6,639,***,***,***,***,26.7
2019-05-23 19:24:55,26.8,20,53.9,998.5,122,998.5,0,27,16.7,641,***,***,***,***,26.7
2019-05-23 19:25:00,26.6,19.8,53.9,998.5,121,998.5,0,26.9,16.5,636,***,***,***,***,26.6
2019-05-23 19:25:05,26.6,19.8,53.9,998.5,121,998.5,0,26.7,16.5,633,***,***,***,***,26.5
2019-05-23 19:25:10,26.6,19.8,54,998.5,121,998.5,0,26.7,16.5,633,***,***,***,***,26.5
2019-05-23 19:25:15,26.5,19.8,54,998.5,121,998.5,0,26.7,16.5,632,***,***,***,***,26.5
2019-05-23 19:25:20,26.5,19.8,54.1,998.5,121,998.5,0,26.7,16.5,632,***,***,***,***,26.5
2019-05-23 19:25:25,26.6,19.9,54.2,998.5,121,998.6,0,26.9,16.6,633,***,***,***,***,26.6
2019-05-23 19:25:30,26.6,19.9,54.3,998.5,121,998.5,0,26.9,16.6,634,***,***,***,***,26.6
2019-05-23 19:25:35,26.6,19.9,54.4,998.5,121,998.5,0,26.8,16.6,634,***,***,***,***,26.5
2019-05-23 19:25:40,26.6,19.9,54.5,998.5,122,998.5,0,26.9,16.7,636,***,***,***,***,26.6
2019-05-23 19:25:45,26.7,20,54.6,998.5,121,998.5,0,26.9,16.8,638,***,***,***,***,26.6
2019-05-23 19:25:50,26.7,20.1,54.7,998.5,121,998.5,0,27.1,16.9,641,***,***,***,***,26.7
2019-05-23 19:25:55,26.8,20.1,54.8,998.5,121,998.5,0,27.1,16.9,642,***,***,***,***,26.7
2019-05-23 19:26:00,26.8,20.2,54.9,998.5,122,998.5,0,27.2,17,645,***,***,***,***,26.8
2019-05-23 19:26:05,26.9,20.2,55,998.5,121,998.5,0,27.2,17.1,646,***,***,***,***,26.8
2019-05-23 19:26:10,26.9,20.2,55,998.5,122,998.5,0,27.4,17.1,648,***,***,***,***,26.9
2019-05-23 19:26:15,27,20.3,55,998.5,121,998.6,0,27.4,17.2,648,***,***,***,***,26.9
2019-05-23 19:26:20,27,20.3,55.1,998.5,121,998.6,0,27.4,17.2,649,***,***,***,***,26.9
2019-05-23 19:26:25,27,20.3,55.2,998.5,121,998.5,0,27.4,17.2,650,***,***,***,***,26.9
2019-05-23 19:26:30,27,20.4,55.2,998.5,121,998.5,0,27.6,17.3,651,***,***,***,***,27
2019-05-23 19:26:35,27.1,20.4,55.3,998.5,121,998.5,0,27.6,17.3,653,***,***,***,***,27
2019-05-23 19:26:40,27.1,20.5,55.3,998.5,122,998.5,0,27.6,17.4,654,***,***,***,***,27
2019-05-23 19:26:45,27.1,20.5,55.4,998.5,121,998.5,0,27.6,17.4,654,***,***,***,***,27
2019-05-23 19:26:50,27.1,20.5,55.5,998.5,121,998.5,0,27.6,17.4,654,***,***,***,***,27
2019-05-23 19:26:55,27,20.4,55.7,998.5,121,998.5,0,27.6,17.4,654,***,***,***,***,27
2019-05-23 19:27:00,27.1,20.5,55.8,998.5,121,998.5,0,27.6,17.5,654,***,***,***,***,27
2019-05-23 19:27:05,27.1,20.5,55.9,998.5,121,998.5,0,27.8,17.5,656,***,***,***,***,27.1
2019-05-23 19:27:10,27.1,20.6,56,998.5,121,998.5,0,27.8,17.6,657,***,***,***,***,27.1
2019-05-23 19:27:15,27.1,20.6,56.1,998.5,122,998.5,0,27.8,17.6,657,***,***,***,***,27.1
2019-05-23 19:27:20,27.1,20.7,56.2,998.5,122,998.5,0,27.8,17.7,658,***,***,***,***,27.1
2019-05-23 19:27:25,27.2,20.7,56.3,998.5,122,998.5,0,27.8,17.7,660,***,***,***,***,27.1
2019-05-23 19:27:30,27.2,20.8,56.4,998.5,122,998.5,0,27.9,17.8,660,***,***,***,***,27.2
2019-05-23 19:27:35,27.2,20.8,56.4,998.5,121,998.5,0,27.9,17.8,660,***,***,***,***,27.2
2019-05-23 19:27:40,27.2,20.8,56.5,998.5,121,998.5,0,27.9,17.9,662,***,***,***,***,27.2
2019-05-23 19:27:45,27.3,20.8,56.5,998.5,121,998.5,0,27.9,17.9,664,***,***,***,***,27.2
2019-05-23 19:27:50,27.3,20.8,56.6,998.5,122,998.5,0,27.9,17.9,664,***,***,***,***,27.2
2019-05-23 19:27:55,27.3,20.8,56.7,998.5,121,998.5,0,27.9,17.9,664,***,***,***,***,27.2
2019-05-23 19:28:00,27.3,20.9,56.8,998.5,121,998.5,0,28,17.9,664,***,***,***,***,27.2
2019-05-23 19:28:05,27.3,20.9,56.9,998.5,121,998.5,0,28,18,664,***,***,***,***,27.2
2019-05-23 19:28:10,27.3,20.9,56.9,998.5,121,998.5,0,28,18,664,***,***,***,***,27.2
2019-05-23 19:28:15,27.3,20.9,57,998.5,121,998.5,0,28,18,665,***,***,***,***,27.2
2019-05-23 19:28:20,27.3,21,57.1,998.5,121,998.5,0,28.2,18.1,665,***,***,***,***,27.3
2019-05-23 19:28:25,27.3,21,57.3,998.5,121,998.5,0,28.2,18.1,666,***,***,***,***,27.3
2019-05-23 19:28:30,27.3,21,57.4,998.5,122,998.5,0,28.2,18.2,666,***,***,***,***,27.3
2019-05-23 19:28:35,27.4,21,57.5,998.5,121,998.5,0,28.3,18.2,669,***,***,***,***,27.3
2019-05-23 19:28:40,27.4,21.1,57.7,998.5,121,998.5,0,28.3,18.3,670,***,***,***,***,27.3
2019-05-23 19:28:45,27.4,21.1,57.8,998.5,121,998.5,0,28.3,18.3,670,***,***,***,***,27.3
2019-05-23 19:28:50,27.4,21.2,57.8,998.5,121,998.5,0,28.4,18.4,670,***,***,***,***,27.4
2019-05-23 19:28:55,27.4,21.2,57.9,998.5,121,998.6,0,28.4,18.4,670,***,***,***,***,27.4
2019-05-23 19:29:00,27.4,21.2,58,998.5,121,998.5,0,28.4,18.4,672,***,***,***,***,27.4
2019-05-23 19:29:05,27.4,21.2,58,998.5,121,998.5,0,28.4,18.4,672,***,***,***,***,27.4
2019-05-23 19:29:10,27.4,21.3,58.1,998.5,121,998.5,0,28.4,18.5,673,***,***,***,***,27.4
2019-05-23 19:29:15,27.4,21.3,58.1,998.5,121,998.5,0,28.4,18.5,673,***,***,***,***,27.4
2019-05-23 19:29:20,27.5,21.3,58.2,998.5,121,998.5,0,28.4,18.5,674,***,***,***,***,27.4
2019-05-23 19:29:25,27.4,21.3,58.4,998.5,121,998.5,0,28.4,18.6,673,***,***,***,***,27.4
2019-05-23 19:29:30,27.4,21.3,58.5,998.5,121,998.5,0,28.5,18.6,673,***,***,***,***,27.4
2019-05-23 19:29:35,27.5,21.3,58.5,998.5,121,998.5,0,28.5,18.6,675,***,***,***,***,27.4
2019-05-23 19:29:40,27.4,21.3,58.6,998.5,121,998.5,0,28.5,18.6,674,***,***,***,***,27.4
2019-05-23 19:29:45,27.4,21.3,58.6,998.5,121,998.5,0,28.5,18.6,674,***,***,***,***,27.4
2019-05-23 19:29:50,27.4,21.3,58.8,998.5,121,998.5,0,28.5,18.6,674,***,***,***,***,27.4
2019-05-23 19:29:55,27.4,21.4,58.9,998.5,121,998.5,0,28.5,18.7,674,***,***,***,***,27.4
2019-05-23 19:30:00,27.5,21.4,59,998.5,121,998.6,0,28.5,18.8,674,***,***,***,***,27.4
2019-05-23 19:30:05,27.5,21.4,59.2,998.5,121,998.6,0,28.5,18.8,674,***,***,***,***,27.4
2019-05-23 19:30:10,27.5,21.4,59.4,998.5,122,998.5,0,28.6,18.8,675,***,***,***,***,27.4
2019-05-23 19:30:15,27.5,21.5,59.5,998.5,121,998.6,0,28.6,18.9,674,***,***,***,***,27.4
2019-05-23 19:30:20,27.5,21.5,59.6,998.5,121,998.5,0,28.6,18.9,677,***,***,***,***,27.4
2019-05-23 19:30:25,27.5,21.5,59.6,998.5,121,998.5,0,28.6,18.9,677,***,***,***,***,27.4
2019-05-23 19:30:30,27.5,21.6,59.7,998.5,121,998.6,0,28.6,18.9,677,***,***,***,***,27.4
2019-05-23 19:30:35,27.5,21.6,59.7,998.5,121,998.5,0,28.8,19,678,***,***,***,***,27.5
2019-05-23 19:30:40,27.5,21.6,59.8,998.5,121,998.5,0,28.8,19,678,***,***,***,***,27.5
2019-05-23 19:30:45,27.5,21.6,59.9,998.5,121,998.5,0,28.8,19,679,***,***,***,***,27.5
2019-05-23 19:30:50,27.5,21.6,60,998.5,121,998.5,0,28.8,19.1,679,***,***,***,***,27.5
2019-05-23 19:30:55,27.5,21.6,60.1,998.5,121,998.6,0,28.9,19.1,677,***,***,***,***,27.5
2019-05-23 19:31:00,27.5,21.6,60.2,998.5,121,998.5,0,28.9,19.1,679,***,***,***,***,27.5
2019-05-23 19:31:05,27.5,21.6,60.2,998.5,121,998.6,0,28.9,19.1,678,***,***,***,***,27.5
2019-05-23 19:31:10,27.6,21.7,60.3,998.5,121,998.5,0,28.9,19.2,680,***,***,***,***,27.5
